ts,open,high,low,close,volume,ma10,ma30,rsi14,macd,macd_signal,signal
2025-08-29 01:00:00+00:00,112200.94,112271.38,111902.49,111926.35,126.54064,112354.73999999999,112251.095,50.50284090909124,-23.201441264434834,-9.200058581865795,HOLD
2025-08-29 01:15:00+00:00,111926.36,111926.36,111425.28,111551.91,298.20354,112275.867,112223.22566666667,38.2766275854549,-79.35979315961595,-23.232005497415827,HOLD
2025-08-29 01:30:00+00:00,111551.92,111709.56,111467.18,111650.88,110.05451,112203.519,112202.35633333333,32.81679809279329,-114.55907406713231,-41.49741921135912,HOLD
2025-08-29 01:45:00+00:00,111650.88,111715.38,111444.06,111486.0,184.66529,112112.899,112163.68933333334,26.034904087176344,-153.9841622531676,-63.99476781972082,SELL
2025-08-29 02:00:00+00:00,111486.0,111689.74,111407.48,111654.63,133.33359000000002,112030.28300000001,112134.35666666667,32.29800996474475,-169.66599302850955,-85.12901286147857,SELL
2025-08-29 02:15:00+00:00,111654.62,111770.44,111459.86,111542.12,159.77237,111927.80500000001,112106.641,31.244127926641397,-188.99396878664265,-105.9020040465114,SELL
2025-08-29 02:30:00+00:00,111542.13,111589.67,111400.01,111400.58,140.9938,111824.987,112072.53133333333,28.230212739320663,-213.27413248561788,-127.3764297343327,SELL
2025-08-29 02:45:00+00:00,111400.58,111516.53,111361.35,111419.98,113.3998,111706.98500000002,112041.15366666668,28.280237701621942,-228.31899997073924,-147.564943781614,SELL
2025-08-29 03:00:00+00:00,111419.98,111606.6,111302.27,111513.19,170.5685,111634.65800000001,112023.348,28.427980309624374,-230.0688078297826,-164.06571659124774,SELL
2025-08-29 03:15:00+00:00,111513.19,111647.16,111504.02,111611.47,78.66312,111575.71100000001,112013.685,28.814265884367146,-220.97787315718597,-175.4481479044354,SELL
2025-08-29 03:30:00+00:00,111611.46,111798.22,111568.01,111745.95,109.14872,111557.671,112005.40266666668,34.83473478942635,-200.6093303435191,-180.48038439225215,SELL
2025-08-29 03:45:00+00:00,111745.96,111823.19,111704.23,111704.23,51.04048,111572.903,111995.13666666667,28.890376158852973,-185.69301525768242,-181.5229105653382,SELL
2025-08-29 04:00:00+00:00,111704.24,111850.56,111605.82,111666.92,98.42543,111574.50699999998,111983.454,34.139617261122226,-174.86658018750313,-180.1916444897712,HOLD
2025-08-29 04:15:00+00:00,111666.92,111728.71,111617.39,111674.03,89.09249,111593.30999999998,111975.83866666666,35.09085661575372,-163.82436946085363,-176.91818948398767,HOLD
2025-08-29 04:30:00+00:00,111674.02,111674.03,111531.26,111578.08,87.4917,111585.655,111957.52666666666,39.03728839168228,-160.96025143329462,-173.72660187384906,HOLD
2025-08-29 04:45:00+00:00,111578.07,111620.0,111420.87,111502.0,121.49,111581.643,111941.82733333333,48.06560884293088,-162.95103928711615,-171.5714893565025,HOLD
2025-08-29 05:00:00+00:00,111502.01,111583.13,111402.79,111439.49,113.18008,111585.53400000001,111926.18866666667,41.568749451583855,-167.64033416646998,-170.785258318496,HOLD
2025-08-29 05:15:00+00:00,111439.49,111439.49,111252.82,111314.7,134.10725000000002,111575.00600000001,111902.50966666666,42.942019909024886,-179.35860982218583,-172.49992861923397,SELL
2025-08-29 05:30:00+00:00,111314.7,111314.7,111154.01,111180.0,136.31262,111541.687,111865.575,29.881569019743893,-197.24092140632274,-177.44812717665172,SELL
2025-08-29 05:45:00+00:00,111180.0,111315.43,111133.64,111315.42,125.23786,111512.08200000001,111829.42233333335,40.57380457380458,-198.20078465421102,-181.5986586721636,SELL
2025-08-29 06:00:00+00:00,111315.42,111401.06,111123.0,111141.1,187.30375,111451.597,111788.00266666667,39.4971180623017,-210.59998480963986,-187.39892389965885,SELL
2025-08-29 06:15:00+00:00,111141.09,111165.14,111000.0,111000.01,114.74243,111381.175,111743.315,34.52545008364221,-229.16950077403453,-195.753039274534,SELL
2025-08-29 06:30:00+00:00,111000.01,111252.83,110955.41,111245.69,529.62015,111339.052,111705.69266666665,41.13909794360824,-221.50824404216837,-200.90408022806088,SELL
2025-08-29 06:45:00+00:00,111245.69,111279.45,111138.38,111279.45,597.02291,111299.594,111668.60100000001,38.510782603881026,-210.28841903523426,-202.78094798949556,SELL
2025-08-29 07:00:00+00:00,111279.45,111279.45,110545.0,110545.0,547.76421,111196.28600000001,111604.07466666667,20.635339798228827,-257.6901126162993,-213.7627809148563,SELL
2025-08-29 07:15:00+00:00,110545.01,110651.17,110129.78,110141.14,491.82499,111060.2,111523.216,17.530732894895436,-324.1083043095423,-235.83188559379352,SELL
2025-08-29 07:30:00+00:00,110141.13,110334.85,110061.31,110061.31,390.77054,110922.38200000001,111444.30099999999,17.226429344165282,-378.8200122822018,-264.4295109314752,SELL
2025-08-29 07:45:00+00:00,110061.31,110180.7,109899.99,110019.38,496.58539,110792.85,111358.28033333333,16.69880090324716,-420.7131166792242,-295.686232081025,SELL
2025-08-29 08:00:00+00:00,110019.38,110270.3,109950.01,110052.73,291.02174,110680.12299999999,111285.48933333332,18.507537875190195,-446.0804991363839,-325.76508549209683,SELL
2025-08-29 08:15:00+00:00,110052.72,110199.99,109933.0,110030.01,304.70589,110551.58200000001,111213.125,18.924510536604473,-462.68411218245456,-353.1488908301684,SELL
2025-08-29 08:30:00+00:00,110030.01,110157.13,109712.67,109883.51,385.2125,110425.823,111145.03033333333,18.276382319360337,-482.1064971936721,-378.9404121028692,SELL
2025-08-29 08:45:00+00:00,109883.51,109930.79,109610.0,109628.02,281.49825,110288.624,111080.90066666667,17.35163176028786,-512.2103430321731,-405.59439828872996,SELL
2025-08-29 09:00:00+00:00,109628.02,109683.31,109414.18,109568.62,254.63345,110120.91699999999,111011.492,17.872637371400984,-534.6972838682414,-431.4149754046323,SELL
2025-08-29 09:15:00+00:00,109568.62,109820.0,109560.41,109755.67,182.76315,109968.53899999999,110953.81433333333,19.529348331464334,-531.300473596013,-451.39207504290846,SELL
2025-08-29 09:30:00+00:00,109755.67,109822.58,109650.0,109822.58,177.51017000000002,109896.29699999999,110892.746,23.11359613706246,-517.2468988972832,-464.56303981378346,SELL
2025-08-29 09:45:00+00:00,109822.57,109924.39,109772.71,109772.71,98.21168,109859.454,110833.76566666666,24.006692646560595,-504.31994551343087,-472.51442095371294,SELL
2025-08-29 10:00:00+00:00,109772.71,109989.39,109750.0,109840.09,115.73532,109837.33199999998,110781.74933333333,17.798396334478255,-483.0697120016994,-474.6254791633103,SELL
2025-08-29 10:15:00+00:00,109840.1,110017.52,109786.19,109935.94,101.08476,109828.98800000001,110732.28133333335,20.072262640392992,-453.2694468628615,-470.35427270322054,HOLD
2025-08-29 10:30:00+00:00,109935.93,110016.81,109852.63,110000.8,96.86055,109823.795,110681.86833333333,32.72380952380945,-419.5821799094847,-460.1998541444734,HOLD
2025-08-29 10:45:00+00:00,110000.8,110028.0,109852.64,110008.01,100.49526,109821.595,110628.41966666667,44.35099927865203,-387.8323020410753,-445.72634372379383,HOLD
2025-08-29 11:00:00+00:00,110008.0,110161.93,109915.0,110126.01,163.2703,109845.845,110574.42166666666,52.659224673659224,-349.1241948559473,-426.40591395022454,HOLD
2025-08-29 11:15:00+00:00,110126.0,110133.1,110018.36,110051.82,112.24658,109888.225,110519.34133333333,51.29886769487032,-320.73699754731206,-405.2721306696421,HOLD
2025-08-29 11:30:00+00:00,110051.82,110058.14,109835.29,109900.9,112.24329999999999,109921.45300000001,110460.47399999999,44.44395652651214,-306.8803956952761,-385.59378367476893,HOLD
2025-08-29 11:45:00+00:00,109900.9,110098.82,109900.9,110098.81,70.81736,109955.76699999999,110407.96666666666,52.23153469906727,-276.7391789086978,-363.8228627215547,HOLD
2025-08-29 12:00:00+00:00,110098.81,110271.15,110070.73,110271.14,109.834,110000.62299999999,110364.402,62.365618839202156,-236.22342012821173,-338.30297420288616,HOLD
2025-08-29 12:15:00+00:00,110271.14,110360.0,110164.0,110340.53,110.54687,110057.405,110325.68633333335,75.79184373800896,-196.25291487139475,-309.8929623365879,HOLD
2025-08-29 12:30:00+00:00,110340.52,111517.07,110340.52,110550.0,1132.12066,110128.396,110296.03666666667,82.04317787036213,-145.99063394515542,-277.11249665830144,HOLD
2025-08-29 12:45:00+00:00,110550.0,110810.34,110510.0,110728.0,201.28837000000001,110207.602,110276.48000000001,81.93642472853418,-90.74821288960811,-239.83963990456277,HOLD
2025-08-29 13:00:00+00:00,110728.01,110780.57,110500.0,110677.66,139.70848999999998,110275.28799999999,110259.73533333333,78.39438939510697,-50.44867259947932,-201.9614464435461,BUY
2025-08-29 13:15:00+00:00,110677.67,110704.0,110420.01,110503.36,104.65947,110324.823,110232.66666666667,72.41051436984317,-32.20431855338393,-168.01002086551367,BUY
2025-08-29 13:30:00+00:00,110503.37,110568.52,109571.42,109716.57,682.24063,110283.879,110185.18233333335,47.37142273446966,-80.30718283573515,-150.46945325955798,HOLD
2025-08-29 13:45:00+00:00,109716.58,109726.43,108900.0,109106.14,1110.66714,110189.31100000002,110122.05333333333,35.513976272109545,-165.7747012012842,-153.53050284790322,HOLD
2025-08-29 14:00:00+00:00,109106.14,109560.14,108500.0,108759.46,937.3284,110075.16699999999,110039.179,30.270887106002633,-258.5026463457907,-174.52493154748072,HOLD
2025-08-29 14:15:00+00:00,108759.46,108960.0,108300.0,108646.72,674.68983,109929.95800000001,109951.42133333332,29.066674047898175,-337.20035098781227,-207.06001543554706,SELL
2025-08-29 14:30:00+00:00,108646.72,108855.0,108420.0,108564.0,342.77475,109759.24399999999,109885.38799999999,25.716604326210174,-401.6141041861265,-245.97083318566297,SELL
2025-08-29 14:45:00+00:00,108564.0,108720.66,108103.0,108198.67,416.67056,109545.058,109820.639,23.58190656763655,-476.64705493481597,-292.10607753549357,SELL
2025-08-29 15:00:00+00:00,108198.66,108471.43,108188.39,108241.06,236.04459,109314.16400000002,109759.96399999999,25.582113792433944,-526.6201410776994,-339.00889024393473,SELL
2025-08-29 15:15:00+00:00,108241.07,108727.38,108241.06,108357.99,854.7863199999999,109077.16300000002,109704.58433333335,23.76576326766832,-550.4437254793593,-381.2958572910197,SELL
2025-08-29 15:30:00+00:00,108358.0,108600.0,108210.76,108472.22,355.02889,108856.61899999999,109651.90066666667,22.40700178541853,-553.723699292852,-415.7814256913862,SELL
2025-08-29 15:45:00+00:00,108472.23,108582.0,108278.36,108386.23,320.89143,108644.906,109597.108,20.17556175488508,-556.8428388983739,-443.99370833278374,SELL
2025-08-29 16:00:00+00:00,108386.23,108690.49,108140.0,108632.0,282.54834,108536.449,109555.391,21.050280139103677,-533.3352378611307,-461.8620142384532,SELL
2025-08-29 16:15:00+00:00,108632.0,108769.23,108486.47,108503.35,297.16998,108476.17,109517.902,15.914000900931441,-519.1023853349616,-473.3100884577549,SELL
2025-08-29 16:30:00+00:00,108503.34,108832.0,108500.02,108752.4,221.91915,108475.46399999999,109490.69466666666,22.194396302715063,-482.16835688470746,-475.08174214314545,SELL
2025-08-29 16:45:00+00:00,108752.39,108827.63,108562.0,108705.67,159.35514,108481.35900000001,109455.69466666668,23.043518682353422,-451.46439320563513,-470.3582723556434,HOLD
2025-08-29 17:00:00+00:00,108705.68,108725.5,108218.0,108227.99,164.28841,108447.758,109402.54166666667,25.397974429151205,-460.3692149020062,-468.360460864916,HOLD
2025-08-29 17:15:00+00:00,108228.0,108545.46,108155.73,108398.21,193.6762,108467.71199999998,109356.725,36.307545907137474,-448.52075081909425,-464.39251885575163,HOLD
2025-08-29 17:30:00+00:00,108398.21,108612.83,108332.0,108443.99,96.41704,108488.005,109310.18833333334,43.09454910012647,-430.47445273910125,-457.60890563242157,HOLD
2025-08-29 17:45:00+00:00,108444.0,108586.65,108426.62,108466.01,74.94248,108498.807,109261.19066666666,45.88076535566589,-409.67334224634396,-448.0217929552061,HOLD
2025-08-29 18:00:00+00:00,108466.01,108500.0,108295.05,108341.51,90.74437999999999,108485.736,109205.88100000001,45.02319630290731,-398.63915776061185,-438.14526591628726,HOLD
2025-08-29 18:15:00+00:00,108341.51,108398.1,108101.07,108126.96,113.73551,108459.80899999998,109143.17933333335,48.27991499119706,-402.56634475599276,-431.02948168422836,HOLD
2025-08-29 18:30:00+00:00,108126.96,108245.8,108102.68,108144.01,65.01565,108411.00999999998,109077.11266666667,47.643445110846585,-399.6954360514501,-424.7626725576727,HOLD
2025-08-29 18:45:00+00:00,108144.01,108220.0,108108.0,108145.4,58.94647,108375.215,109013.56533333333,44.53105304047578,-392.7803316698264,-418.36620438010345,HOLD
2025-08-29 19:00:00+00:00,108145.4,108466.0,107934.24,108364.37,433.37049,108336.41199999998,108962.34766666665,47.367393267751886,-365.4186934030877,-407.7767021847003,HOLD
2025-08-29 19:15:00+00:00,108364.37,108744.0,108360.01,108643.13,127.34185,108330.15800000001,108913.825,55.73150924537762,-317.57993187326065,-389.7373481224124,HOLD
2025-08-29 19:30:00+00:00,108643.14,108734.24,108381.79,108535.73,79.5444,108360.932,108855.97799999999,47.7108548329567,-285.04779754791525,-368.799438007513,HOLD
2025-08-29 19:45:00+00:00,108535.74,108635.64,108172.53,108212.01,146.62989,108342.31199999999,108785.02733333333,43.66051300798114,-282.13506783379125,-351.46656397276865,HOLD
2025-08-29 20:00:00+00:00,108212.01,108263.02,107710.0,107874.0,708.32447,108285.313,108695.82733333333,31.598639170765523,-303.60156087446376,-341.8935633531077,HOLD
2025-08-29 20:15:00+00:00,107874.0,108039.49,107748.48,107967.99,282.51192,108235.51099999998,108603.82699999999,34.846592496425714,-309.46241370264033,-335.4073334230142,HOLD
2025-08-29 20:30:00+00:00,107968.0,107968.0,107623.0,107624.0,330.81298,108163.75999999998,108502.03833333333,36.87178038124617,-337.96841049163777,-335.91954883673895,SELL
2025-08-29 20:45:00+00:00,107624.0,107876.08,107506.0,107770.78,541.76897,108128.14199999999,108410.95233333335,36.22189722035542,-344.74173093325226,-337.68398525604164,SELL
2025-08-29 21:00:00+00:00,107770.78,107891.53,107463.9,107886.54,249.38938000000002,108102.39499999999,108349.95133333333,38.123644482698055,-336.8853668241645,-337.52426156966624,HOLD
2025-08-29 21:15:00+00:00,107886.54,107962.4,107740.0,107962.4,127.54735,108084.095,108311.82666666666,39.51131530826038,-320.83943634753814,-334.18729652524064,HOLD
2025-08-29 21:30:00+00:00,107962.39,108416.82,107962.39,108415.15,188.1068,108089.173,108300.34966666666,51.34922205366107,-268.4947394060582,-321.0487851014042,HOLD
2025-08-29 21:45:00+00:00,108415.16,108470.75,108238.76,108450.01,79.58014,108069.86099999999,108293.79266666668,56.33607788835298,-221.6433131481317,-301.1676907107497,HOLD
2025-08-29 22:00:00+00:00,108450.0,108480.49,108288.49,108288.5,73.14057,108045.13799999999,108284.60933333334,52.68194895591655,-195.29449413524708,-279.99305139564916,HOLD
2025-08-29 22:15:00+00:00,108288.5,108434.0,108275.13,108339.4,67.64694,108057.87700000001,108289.30033333335,53.53593899229383,-168.364855374326,-257.6674121913845,HOLD
2025-08-29 22:30:00+00:00,108339.39,108400.0,108207.79,108240.0,63.86766,108094.477,108289.265,47.62986480872369,-153.27679246620391,-236.7892882463484,HOLD
2025-08-29 22:45:00+00:00,108240.01,108378.97,108207.8,108378.97,43.08559,108135.575,108289.96433333332,44.68255565844027,-128.62299055852054,-215.15602870878286,HOLD
2025-08-29 23:00:00+00:00,108378.98,108492.0,108341.89,108416.08,69.80978999999999,108214.78299999998,108288.09300000001,47.52134769080351,-104.88120284669276,-193.10106353636485,HOLD
2025-08-29 23:15:00+00:00,108416.09,108525.4,108402.79,108443.36,54.33071,108282.041,108289.99733333333,55.4636613970538,-82.90867739901296,-171.06258630889448,HOLD
2025-08-29 23:30:00+00:00,108443.36,108549.99,108443.35,108540.0,49.50797,108347.38700000002,108286.93066666667,67.75242563173057,-57.039733787300065,-148.2580158045756,BUY
2025-08-29 23:45:00+00:00,108539.99,108540.0,108322.79,108377.4,83.66516,108388.88699999999,108282.73233333333,60.52787220802175,-49.092957638102234,-128.42500417128093,BUY
2025-08-30 00:00:00+00:00,108377.4,108396.65,108250.95,108250.96,179.47773999999998,108372.468,108266.01766666668,68.15317975979572,-52.393768830181216,-113.218757103061,BUY
2025-08-30 00:15:00+00:00,108250.96,108410.73,108223.26,108307.0,177.83401,108358.16699999999,108252.72866666666,66.38693983326445,-49.91236712790851,-100.5574791080305,BUY
2025-08-30 00:30:00+00:00,108307.0,108317.19,108139.49,108147.73,160.22098,108344.09,108250.05333333333,57.775224305353156,-60.10474622579932,-92.46693253158428,BUY
2025-08-30 00:45:00+00:00,108147.72,108313.47,108147.72,108300.71,94.68082,108340.22099999999,108246.80333333333,59.628860111000854,-55.2017412885325,-85.01389428297392,BUY
2025-08-30 01:00:00+00:00,108300.7,108350.0,108256.59,108303.74,96.33566,108346.595,108242.12833333333,45.738047328676835,-50.48956657940289,-78.10902874225972,HOLD
2025-08-30 01:15:00+00:00,108303.73,108303.73,108022.57,108036.0,146.79048,108312.298,108227.79466666667,36.557331272606916,-67.58048876935209,-76.0033207476782,HOLD
2025-08-30 01:30:00+00:00,108035.99,108123.8,108006.11,108035.05,92.5486,108274.19499999999,108217.57933333333,40.812701634828045,-80.27644787807367,-76.8579461737573,HOLD
2025-08-30 01:45:00+00:00,108035.06,108035.06,107350.1,107447.97,366.80780000000004,108174.656,108194.94633333333,26.73150511868795,-136.1411856654886,-88.71459407210357,SELL
2025-08-30 02:00:00+00:00,107447.97,107785.61,107384.0,107774.78,223.0951,108098.134,108182.63866666667,39.14528638225987,-152.28807497853995,-101.42929025339085,SELL
2025-08-30 02:15:00+00:00,107774.78,107859.44,107599.88,107824.53,193.45282,108042.847,108171.943,36.50156788656677,-159.23463412717683,-112.99035902814805,SELL
2025-08-30 02:30:00+00:00,107824.53,107942.87,107824.52,107934.57,180.11232,108011.20800000001,108157.61633333334,38.67914325347394,-154.08433563534345,-121.20915434958714,SELL
2025-08-30 02:45:00+00:00,107934.58,107951.77,107782.0,107782.01,184.61312,107958.709,108128.91233333334,35.315929003121795,-160.46328313450795,-129.05998010657132,SELL
2025-08-30 03:00:00+00:00,107782.01,108060.0,107769.48,108041.29,232.02009,107948.06500000002,108112.43100000001,39.672902421549146,-142.94908777762612,-131.8378016407823,SELL
2025-08-30 03:15:00+00:00,108041.29,108307.69,108000.0,108231.2,317.96934,107941.11399999999,108113.07066666667,47.00640490114183,-112.44857474554738,-127.95995626173531,HOLD
2025-08-30 03:30:00+00:00,108231.2,108418.27,108231.19,108341.09,358.45582,107944.849,108128.64033333333,51.85809766093663,-78.5045423159172,-118.0688734725717,HOLD
2025-08-30 03:45:00+00:00,108341.1,108436.21,108334.0,108436.2,239.72266000000002,107984.86899999999,108144.24733333335,52.621327706541045,-43.428453747794265,-103.14078952761622,HOLD
2025-08-30 04:00:00+00:00,108436.21,108500.62,108372.95,108469.82,397.64712,108028.34599999999,108172.44133333334,56.885943345804485,-12.770339299851912,-85.06669948206337,HOLD
2025-08-30 04:15:00+00:00,108469.81,108697.28,108469.81,108639.19,509.15573,108147.468,108201.38833333334,57.185984697300206,24.90607902033662,-63.07214378158338,HOLD
2025-08-30 04:30:00+00:00,108639.18,108643.93,108476.21,108507.99,403.06468,108220.78900000002,108222.10333333333,54.11245474789691,43.674713555854396,-41.72277231409583,HOLD
2025-08-30 04:45:00+00:00,108508.0,108535.34,108417.65,108435.59,143.65458,108281.89499999999,108237.87633333333,58.73241344947685,52.10626809444511,-22.95696423238764,BUY
2025-08-30 05:00:00+00:00,108435.58,108480.71,108248.05,108248.06,197.97606,108313.24399999999,108232.30666666667,54.30401487139059,43.158725147819496,-9.733826356346214,BUY
2025-08-30 05:15:00+00:00,108248.05,108315.86,108213.63,108216.85,92.28041,108356.728,108224.53466666667,70.03669189234255,33.16701799421571,-1.1536574862338287,BUY
2025-08-30 05:30:00+00:00,108216.84,108443.84,108129.3,108373.53,171.13574,108389.952,108227.36899999999,67.12132910125516,37.459475147450576,6.5689690405030525,BUY
2025-08-30 05:45:00+00:00,108373.53,108430.67,108291.36,108347.2,108.28042,108401.552,108227.629,65.14871343029199,38.295223912544316,12.914220014911306,BUY
2025-08-30 06:00:00+00:00,108347.2,108554.73,108318.34,108331.51,92.68517,108400.594,108230.67933333333,62.17024981910449,37.26197609132214,17.783771230193473,BUY
2025-08-30 06:15:00+00:00,108331.51,108409.28,108257.4,108264.36,83.6649,108383.41,108226.859,65.60629493260538,30.6711183841835,20.36124066099148,BUY
2025-08-30 06:30:00+00:00,108264.36,108324.27,108242.14,108275.14,56.57115,108363.942,108222.16100000001,59.015938374702415,26.017755583612598,21.492543645515706,BUY
2025-08-30 06:45:00+00:00,108275.14,108320.0,108209.35,108320.0,101.73523,108332.023,108218.04899999998,53.85476897431906,25.654035377097898,22.324841991832145,BUY
2025-08-30 07:00:00+00:00,108320.0,108378.98,108120.0,108263.33,137.99441000000002,108307.557,108208.82666666666,46.460950300382514,20.55603196314769,21.971079986095255,HOLD
2025-08-30 07:15:00+00:00,108263.33,108274.22,108200.0,108274.22,151.33586,108291.42,108205.38733333332,42.01581261460215,17.196330918450258,21.016130172566257,HOLD
2025-08-30 07:30:00+00:00,108274.22,108493.7,108274.21,108492.8,179.62936,108315.894,108213.44866666666,50.958026914802986,31.804698123654816,23.17384376278397,BUY
2025-08-30 07:45:00+00:00,108492.8,108524.26,108470.52,108524.26,225.51441,108346.63500000001,108220.69066666666,44.58607727311222,45.39718299244123,27.618511608715423,HOLD
2025-08-30 08:00:00+00:00,108524.26,108680.0,108488.0,108641.99,117.27321,108373.481,108237.166,56.393373792892916,64.92078586123534,35.07896645921941,BUY
2025-08-30 08:15:00+00:00,108642.0,108777.43,108615.32,108727.25,68.73747,108411.486,108251.384,63.746912765596875,86.27858542097965,45.31889025157146,BUY
2025-08-30 08:30:00+00:00,108727.25,108727.26,108574.77,108604.22,48.32802,108438.75700000001,108261.4,67.87377549381782,92.21431344732991,54.69797489072315,BUY
2025-08-30 08:45:00+00:00,108604.22,108604.22,108533.57,108568.0,53.08577,108469.121,108279.13333333333,67.53417954121012,92.92459251701075,62.34329841598068,BUY
2025-08-30 09:00:00+00:00,108568.0,108604.82,108503.9,108503.9,68.98645,108491.997,108294.76166666667,57.17303988995848,87.30871893893345,67.33638252057123,BUY
2025-08-30 09:15:00+00:00,108503.91,108587.09,108499.99,108533.9,49.35762,108513.38700000002,108330.95933333335,60.23103395366155,84.30700922459073,70.73050786137513,BUY
2025-08-30 09:30:00+00:00,108533.9,108533.9,108470.84,108480.01,88.9108,108535.05500000001,108354.46699999999,57.810691969451554,76.69556133759033,71.92351855661818,BUY
